date,Latitude,Longitude,Temperature
2016-04-28 18:48:49,34.553799,113.846001,19.700
2016-04-28 18:49:06,34.556198,113.844002,19.700
2016-04-28 18:49:23,34.556198,113.844002,19.800
2016-04-28 18:49:41,34.556198,113.844002,19.800
2016-04-29 00:48:56,34.554001,113.847000,18.100
2016-04-29 01:17:05,34.554001,113.847000,18.800
2016-04-29 06:48:07,34.548401,113.845001,37.500
2016-04-29 06:48:32,34.548401,113.845001,37.500
2016-04-29 12:48:21,33.285999,115.374001,22.400
2016-04-29 18:48:07,32.446800,118.318001,17.300
2016-04-29 18:48:18,32.446800,118.318001,17.300
2016-04-29 18:48:43,32.446800,118.318001,17.400
2016-04-29 18:49:05,32.446800,118.318001,17.400
2016-04-30 00:48:09,31.333200,121.009003,23.700
2016-04-30 00:53:31,31.333200,121.009003,23.900
2016-04-30 06:48:22,30.624300,122.049004,33.900
2016-04-30 06:48:37,30.610600,122.084999,33.900
2016-04-30 06:48:40,30.610600,122.084999,33.900
2016-04-30 06:49:06,30.610600,122.084999,34.000
2016-04-30 06:49:24,30.610600,122.084999,34.000
2016-04-30 06:49:43,30.610600,122.084999,34.100
2016-04-30 06:50:02,30.610600,122.084999,34.100
2016-04-30 06:50:23,30.610600,122.084999,34.200
2016-04-30 12:48:55,30.610300,122.084999,17.500
2016-04-30 18:48:13,30.608299,122.086998,17.700
2016-04-30 18:52:39,30.608299,122.086998,18.000
2016-05-01 06:48:07,30.610800,122.085999,26.400
2016-05-01 06:48:17,30.610800,122.085999,26.400
2016-05-01 18:48:23,30.608299,122.086998,19.400
2016-05-01 18:48:31,30.610399,122.085999,19.400
2016-05-01 18:48:41,30.610399,122.085999,19.500
2016-05-02 00:48:48,30.611000,122.086998,21.100
2016-05-02 06:48:08,30.610500,122.084999,21.400
2016-05-02 06:48:19,30.610500,122.084999,21.400
2016-05-02 06:48:42,30.610500,122.084999,21.500
2016-05-02 06:49:01,30.610500,122.084999,21.500
2016-05-02 12:48:07,30.610600,122.084999,19.300
2016-05-02 18:48:17,30.606300,122.087997,19.700
2016-05-02 18:48:35,30.610001,122.084999,19.800
2016-05-02 18:48:37,30.610001,122.084999,19.800
2016-05-03 00:48:07,30.610500,122.084999,19.700
2016-05-03 06:48:21,30.617500,122.081001,26.500
2016-05-03 06:52:42,30.617500,122.081001,26.800
2016-05-03 18:48:37,30.610500,122.084999,19.200
2016-05-03 18:49:13,30.610500,122.084999,19.300
2016-05-04 00:48:07,30.610600,122.084999,21.300
2016-05-04 06:48:36,30.624300,122.049004,29.900
2016-05-04 06:48:39,30.614599,122.071999,29.900
2016-05-04 06:48:43,30.614599,122.071999,29.900
2016-05-04 12:49:01,30.333799,122.930000,19.900
2016-05-04 18:48:57,29.822701,122.224998,19.800
2016-05-05 00:49:24,29.774599,122.010002,21.100
2016-05-05 06:48:07,29.773899,122.010002,23.100
2016-05-05 06:48:51,29.773899,122.010002,23.200
2016-05-05 06:49:08,29.773899,122.010002,23.300
2016-05-05 06:51:30,29.773899,122.010002,23.700
2016-05-05 12:48:07,29.773800,122.010002,19.700
2016-05-05 18:48:07,29.482500,122.540001,19.200
2016-05-06 00:48:25,28.344000,122.500999,22.400
2016-05-06 06:48:37,27.302799,121.837997,24.400
2016-05-06 12:49:37,26.228800,121.056999,23.800
2016-05-06 18:49:09,25.296101,120.313004,23.700
2016-05-07 00:48:35,24.543400,119.464996,31.000
2016-05-07 06:49:24,23.633200,118.369003,28.600
2016-05-07 12:48:33,22.869101,117.225998,26.100
2016-05-07 18:48:07,22.254601,116.005997,26.500
2016-05-08 00:49:37,22.137600,114.648003,32.700
2016-05-08 06:48:39,22.453400,113.892998,32.900
2016-05-08 06:49:01,22.453400,113.892998,33.000
2016-05-08 06:49:29,22.453400,113.892998,33.000
2016-05-08 06:49:55,22.453400,113.892998,33.100
2016-05-08 06:50:12,22.453400,113.892998,33.200
2016-05-08 06:55:20,22.453400,113.892998,33.600
2016-05-08 06:56:13,22.453400,113.892998,33.600
2016-05-08 06:56:31,22.453400,113.892998,33.700
2016-05-08 06:56:49,22.453400,113.892998,33.700
2016-05-08 12:50:19,22.452200,113.891998,27.800
2016-05-08 18:48:55,22.453800,113.894997,26.900
